,number,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,scents_group
302,389,Dunhill,Custom,330.0,89.85,100,EDT,Men,Floral,"Virginia Cedar, Incense",Pepper,4.3,noon,4.2,98.1K,Floral
303,390,DORALL COLLECTION,Super Cobra,29.0,8.8,100,EDT,Women,Floral,"Amber Milk, Mousse Australian, Sandalwood and Vanilla","Orange, Blossom Peach and Raspberry Leaf",5.0,B.A.G,3.7,14.1K,Floral
304,397,CHLOE,Chloe,428.0,188.85,50,EDP,Women,Floral,"Amber, Virginia Cedar","Rose, Lily-Of-The-Valley, Caribbean Magnolia",5.0,hadayiq baris,3.8,122,Floral
305,402,LACOSTE,Pour Femme,322.0,123.05,90,EDP,Women,Floral,"Cedar, Vetiver, Sandalwood And Musk","Jasmine Petals, White Heliotrope And Hibiscus",4.5,noon,4.2,98.1K,Floral
306,404,DORALL COLLECTION,Simple,15.0,8.5,100,EDT,Women,Floral,"Amber, patchouli, vanilla, musk, sandalwood","Magnolia, gardenia, lily of the valley, freesia, jasmine",4.3,B.A.G,3.7,14.1K,Floral
307,407,BOUCHERON,Place Vendome,201.0,177.9,100,EDP,Women,Floral,Cedar and Sensual Benzoin,"Jasmine Petals, Peony, Creamy Honey",4.5,Lolita Shop,3.7,347,Floral
308,413,Dolce & Gabbana,L'imperatrice 3,245.0,148.3,100,EDT,Women,Floral,"Citrus Wood, Musks And Sandalwood","Watermelon, Cyclamen And Jasmine",4.3,noon,4.2,98.1K,Floral
309,415,DORALL COLLECTION,Courageous,22.0,9.95,100,EDT,Women,Floral,"Orris Root, Musk, Vanilla","Roses, Iris",4.7,B.A.G,3.7,14.1K,Floral
310,416,Nikos,Sculpture Homme,75.0,58.5,100,EDT,Men,Floral,"Tonka bean, amber, benzoin, cedar","Jasmine, lily-of-the-valley, rose, geranium",4.7,Star.perfume,4.2,537,Floral
311,420,Ajmal,Sacrifice,79.0,75.9,50,EDP,Women,Floral,"Ambergris, Musk","Orange Blossom, Vanilla",4.2,neo lek,4.3,88,Floral
312,422,BURBERRY,The Beat,280.0,150.0,75,EDP,Women,Floral,"White Musk, Vetiver And Cedar Wood","Ceylon Tea, Iris And Bluebell",4.3,Faces,3.7,61,Floral
313,423,Ajmal,Sacrifice,153.0,70.0,50,EDP,Women,Floral,"Woody, Oriental, Musky","Floral, Musky",4.6,Rayhanti,4.2,27,Floral
314,424,Givenchy,Eau De Moiselle,550.0,183.0,100,EDT,Women,Floral,"Ambrette Seeds, Tonka Beans, Musk","Rose, Ylang Ylang",5.0,Asrar Aljamal,4.2,98,Floral
315,426,DORALL COLLECTION,DC,29.0,9.3,100,EDT,Men,Floral,"Vetiver, Patchouli, Oakmoss, Musk, Sandalwood","Galbanum, Rosemary, Jasmine, Coumarin",4.0,B.A.G,4.2,14.1K,Floral
316,427,Juicy Couture,play around,355.0,126.25,100,EDP,Women,Floral,"Caramel, Vanilla, and Patchouli","Princess lily, Tuberose and Wild Rose",4.0,Star.perfume,3.9,537,Floral
317,435,PACO RABANNE,Lady Million,420.0,158.0,80,EDP,Women,Floral,"Patchouli, White Honey and Amber","Jasmine, African Orange Flower and Gardenia",4.7,عالم المشاهير,4.2,7,Floral
318,443,Estee Lauder,Modern Muse Nuit,615.0,284.8,100,EDP,Women,Floral,"Vanilla, Amber, Patchouli and Sandalwood","Heliotrope, Chamomile and Chinese Jasmine",5.0,AMLAQ,3.9,135,Floral
319,444,BURBERRY,My Burberry,699.0,226.65,90,EDP,Women,Floral,Oined with Damascus and Centifolia Rose,Freesia Flowers and Golden Quince,5.0,AMLAQ,3.9,135,Floral
320,446,LACOSTE,Joy Of Pink,427.0,113.95,90,EDT,Women,Floral,"Musk, vanilla","Jasmine, carrot, and spicy coriander",4.4,Kado Store,4.3,23,Floral
321,453,CAROLINA HERRERA,212 Sexy,420.0,151.0,100,EDP,Women,Floral,"Cotton Candy,Musk,Sandalwood,Vanilla","Gardenia,Geranium",4.7,Al-Najm,3.7,347,Floral
322,455,BVLGARI,Rose Essentielle,533.0,274.9,100,EDP,Women,Floral,Sandalwood And Patchouli,Blackberry Are Softened With Delicate Violet And Jasmine Trace,5.0,Perfume Ports,3.9,135,Floral
323,456,Parfums Gres,Cabotine De Gres,110.0,78.0,100,EDP,Women,Floral,"Patchouli, Sandalwood And Musk","Ginger, Lily, Tubereuse And Wild Hyacinth",4.5,Nawaem_perfumes,3.9,69,Floral
324,463,COACH,New York Coach Dreams,310.0,201.75,90,EDP,Women,Floral,Joshua Tree And Ambroxan,Gardenias And Cactus Flowers,4.0,noon,4.2,98.1K,Floral
325,467,LANVIN PARIS,Rumeur 2 Rose,126.0,106.85,100,EDP,Women,Floral,"Patchouli, Amber And Musk","Lily Of The Valley, Jasmine, False Jasmine, Rose, Magnolia And Honeysuckle",4.3,goldiaa,4.1,135,Floral
326,469,Roberto Cavalli,Florence Amber,499.0,209.9,75,EDP,Women,Floral,"Honey, Patchouli","Quince, Gardenia, Cashmirwood",4.5,Parvant Store,3.8,78,Floral
327,476,BURBERRY,My Burberry,494.0,179.0,50,EDP,Women,Floral,"Amber, Patchouli","Peach, Rose",5.0,noon,4.2,98.1K,Floral
328,480,MING NA,Beibei Bear Blue Par,20.9,20.9,50,EDP,Kids Unisex,Floral,"Patchouli, Earthy, Dry Amber","Sandalwood, Peppery, Lavender",4.9,Royal Scent,3.5,244,Floral
329,485,TRUSSARDI,My Name,308.0,228.0,50,EDP,Women,Floral,"Dry Amber, Vanilla",Lilac And Musk,4.6,noon,4.2,98.1K,Floral
330,487,Calvin Klein,Beauty,150.0,106.45,100,EDP,Women,Floral,Cedarwood,Jasmine,4.8,Star.perfume,3.9,537,Floral
331,491,Estee Lauder,Private Collection,505.0,197.0,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber And Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-ylang And Coriander",5.0,Royal Scent,3.9,69,Floral
332,492,armani,Because It's You by Emporio,427.0,154.7,100,EDP,Women,Floral,"Vanilla, Musk",Rose Absolute,5.0,Asrar Aljamal,3.8,66,Floral
333,493,BURBERRY,The Beat,280.0,150.0,75,EDP,Women,Floral,"White Musk, Vetiver And Cedar Wood","Ceylon Tea, Iris And Bluebell",4.3,Faces,4.2,61,Floral
335,504,Estee Lauder,Private Collection,330.0,219.4,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber, Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-Ylang, Coriander",5.0,Golden Perfumesعطر أصلي 100 %,3.6,111,Floral
336,507,LANVIN PARIS,Modern Princess,356.0,174.0,90,EDP,Women,Floral,"White Musk, White Woods, Vanilla orchid","Jasmine, Freesia",5.0,Ryhana Perfume,4.2,25,Floral
337,509,Nikos,Sculpture Homme,220.0,52.95,100,EDT,Men,Floral,"Amber, Benzoin, Cedar, Tonka Beans","Geranium, Jasmine, Lily Of The Valley, Rose",4.5,noon,4.2,98.1K,Floral
338,511,BURBERRY,London,370.0,172.5,100,EDP,Women,Floral,"Musk, Patchouli, Sandalwood","Jasmine, Tiare Flower, Peony, Clementine",4.7,Star.perfume,3.9,537,Floral
339,513,Parfums Gres,Cabotine,135.0,75.0,100,EDT,Women,Floral,"Cedarwood, Vanilla, Tonka Bean, Cybet, Musk And Amber","Rose, Tuberose, Ylang-Ylang, Ginger Lily, Hyacinth, Heliotrope, Freesia, Violet And Iris",4.8,AMLAQ,3.9,135,Floral
340,518,HUGO BOSS,Femme,316.0,139.95,75,EDP,Women,Floral,Apricot And Lemon Wood.,"Jasmine And Fleur De Lys, Bulgarian Rose",4.8,Grass gulf,3.9,69,Floral
341,521,Kenneth Cole,Black,315.0,177.9,100,EDT,Men,Floral,"Amber, Musk, Violet Leaf And Suede","Nutmeg, Incense, Cedar, Lotus And Exotic Woods",4.5,noon,4.2,98.1K,Floral
342,526,BURBERRY,London,241.0,140.0,50,EDP,Women,Floral,"Sandalwood, Musk and Patchouli","Tiare Flower, Jasmine and Peony and a Hint of Fresh Clementine Zest",4.6,Star.perfume,3.9,537,Floral
343,530,Juicy Couture,Viva La Juicy,151.8,151.8,100,EDP,Women,Floral,"Amber, Caramel, Praline, Sandalwood and Vanilla","Honeysuckle, Gardenia and Jasmine",4.8,AMLAQ,3.9,135,Floral
344,532,NARCISO RODRIGUEZ,Narciso Rodriguez,436.0,207.0,50,EDP,Women,Floral,"Patchouli,Sandalwood","Amber,Musk",5.0,Ahmed Mohamed Abbas Abbas Trading Est,4.2,98,Floral
345,533,Dolce & Gabbana,3 L'Imperatrice,640.0,157.65,100,EDT,Women,Floral,"Musk, Sandalwood, Lemon Tree","Watermelon, Cyclamen, Jasmine",4.0,noon,4.2,98.1K,Floral
346,537,Rasasi,Blue Lady,59.0,27.0,40,EDP,Women,Floral,"Sandalwood, Vetiver, Vanilla, Amber And Musk","Peach, Plum, Narcissus And Jasmine",4.5,Kathya,3.8,116,Floral
348,541,Mancera,Musky Garden,396.0,297.65,120,EDP,Women,Floral,"White Musk, Blackberry, Raspberry and Amber","Iris, Bulgarian Rose, Indian Jasmine and Patchouli Leaf",5.0,Tiffany,4.3,22,Floral
349,542,LACOSTE,Eau De Lacoste,420.0,139.0,90,EDP,Women,Floral,"Sandalwood, Vetiver, Vanilla and Peru Balsam","Pineapple Flower, Sambac Jasmine, Rose and Orange Flower",4.6,Beautiful Live,3.8,7,Floral
350,548,jennifer lopez,Still,330.0,108.3,100,EDP,Women,Floral,"Lily Of The Valley, Woody, Musky","Freesia, Rose, Jasmine, Orange Blossom",4.0,Star.perfume,3.9,537,Floral
352,552,HOUBIGANT,Quelques Fleurs L'Original,599.0,285.0,100,EDP,Women,Floral,"Amber, Civet, Honey, Lichen, Musk, Sandalwood, Tonka Beans, Vanilla","Carnation, Heliotrope, Iris Root, Jasmine, Lilac, Lily Of The Valley, Orchid, Tuberose, Violet, Ylang-ylang",5.0,AMLAQ,3.9,135,Floral
353,555,Ajmal,Sacrifice,153.0,70.0,50,EDP,Women,Floral,"Woody, Oriental, Musky","Floral, Musky",4.6,Rayhanti,3.5,27,Floral
354,556,Estee Lauder,Beautiful,570.0,181.2,75,EDP,Women,Floral,"Sandalwood, Vetiver and Amber","Orange Flower, Muguet, Jasmine and Ylang-Ylang",4.6,noon,4.2,98.1K,Floral
355,559,DORALL COLLECTION,DC,29.0,9.3,100,EDT,Men,Floral,"Vetiver, Patchouli, Oakmoss, Musk, Sandalwood","Galbanum, Rosemary, Jasmine, Coumarin",4.0,B.A.G,3.7,14.1K,Floral
356,562,Van Cleef & Arpels,First,300.0,171.5,100,EDT,Women,Floral,"Honey, Sandalwood, Tonka, Bean, Amber, Musk, Civet, Vanilla, Oakmoss","Carnation, Tuberose, Orchid, Orris, Root, Jasmine, Hyacinth, Turkish, Rose, Ylang-Ylang, Lily-Of-The-Valley, Narcissus",5.0,AMLAQ,3.9,135,Floral
357,567,NICOLAI,Patchouli Intense,1714.0,653.65,100,EDP,Unisex,Floral,"Sandalwood, Amber, Vanilla","Ceylon Cinnamon, Rose, Patchouli",5.0,noon,4.2,98.4K,Floral
358,568,COACH,Floral,357.0,173.6,90,EDP,Women,Floral,"Musk, Patchouli, Sandalwood, Vanilla and Woody Notes","Gardenia, Hedione, Jasmine Sambac and Tea Rose",4.6,noon,4.2,98.1K,Floral
359,572,Roberto Cavalli,Florence,405.0,139.5,50,EDP,Women,Floral,"Amber, Musk, Patchouli","Grapefruit Blossom, Hibiscus Seeds, Orange Blossom",4.4,AMLAQ,3.9,135,Floral
360,573,Dolce & Gabbana,Light Blue,476.0,220.25,100,EDT,Women,Floral,"Musk Wood, Incense, Oakmoss",Jasmine And White Rose,4.5,AMLAQ,3.9,135,Floral
361,574,Estee Lauder,Pleasures Intense,410.0,259.9,100,EDP,Women,Floral,"Maple,VanillaStyrax,Benzoin","Lily,Tiare Flower,Jasmine,Moroccan Rose",4.6,Y,3.5,75,Floral
362,575,Ajmal,Wisal,58.0,58.0,50,EDP,Women,Floral,"Rose, Sensual Musk",Sandalwood,5.0,alkhalijiah  perfume,3.5,75,Floral
363,578,BVLGARI,Goldea The Roman Night Absolute,536.0,261.5,75,EDP,Women,Floral,"Black Musk, Moss, Patchouli","Jasmin Sambac, Madagascar Vanilla",4.0,noon,4.2,98.1K,Floral
364,580,BVLGARI,Petits Et Mamans,254.0,193.95,100,EDT,Women,Floral,"Iris, Vanilla, White Peach, Powdery Notes","Sunflower, Chamomile, Rose",4.8,noon,4.2,98.1K,Floral
365,584,AVON,Always,84.0,84.0,50,EDP,Women,Floral,Cashmere Woods,Orange Blossoms,5.0,neo lek,3.5,88,Floral
366,586,GUESS,By Marciano,128.0,109.95,100,EDP,Women,Floral,"Musk, Vanilla and Woody Notes","Peony, Jasmine and Honeysuckle",5.0,Parvant Store,3.8,76,Floral
367,588,GIORGIO ARMANI,Si Passione,630.0,246.5,100,EDP,Women,Floral,"Cedar, Vanilla, Amberwood and Patchouli","Heliotrope, Pine Apple, Jasmine and Rose",4.8,Parfume-Stor,3.9,33,Floral
368,592,Roberto Cavalli,Uomo,452.0,126.0,100,EDT,Men,Floral,"Cedar, Tonka Bean, Patchouli","Honey, Lavender",4.6,noon,4.2,98.1K,Floral
369,593,DKNY,Be Delicious Red,375.0,314.9,100,EDP,Women,Floral,"Leather, Vanilla Pod, Amber","Patchouli, Apple, Rose",4.6,the beauty,4.1,538,Floral
370,594,MONTBLANC,Mont Blanc Legend,220.0,140.0,100,EDT,Men,Floral,"Vanilla, Amber","Jasmine, Geranium, Neroli and Ylang-Ylan",4.8,Al-Najm,3.7,347,Floral
371,601,COACH,Floral,337.0,165.75,90,EDP,Women,Floral,"Patchouli, Woody Notes And Musk","Tea Rose, Jasmine Sambac And Gardenia",5.0,noon,4.2,98.1K,Floral
372,602,Roberto Cavalli,Uomo,452.0,134.95,100,EDT,Men,Floral,"Cedar, Patchouli, Tonka Bean","Honey, Lavender",4.6,noon100 %  genuine product,3.6,98.1K,Floral
373,605,Calvin Klein,Beauty,380.0,115.0,100,EDP,Women,Floral,"Vanilla, Musk, Sandalwood, Guaiac Wood And Amber","Cardamom, Pepper And Flowers",5.0,Star.perfume,3.9,537,Floral
374,607,CAROLINA HERRERA,212 Sexy,420.0,151.0,100,EDP,Women,Floral,"Cotton Candy,Musk,Sandalwood,Vanilla","Gardenia,Geranium",4.7,Al-Najm,3.7,347,Floral
375,609,LANVIN,Oxygene,206.0,116.0,75,EDP,Women,Floral,White Musk And Sandalwood,"Rose, Milk, Gardenia",4.3,Dior Fragrances,3.9,69,Floral
376,611,Sedr Al-Khaleej Perfumes,Love Touch Body Sp,12.9,12.9,125,EDT,Women,Floral,"Leather,Musk","Tiare Flower,Rose",5.0,noon,4.2,98.1K,Floral
377,613,Genie,London Burberry,18.0,16.0,25,EDP,Women,Floral,Wood And Musk,"Jasmine, Tiare Flower And Soft Peony",4.9,Parisian Store,3.9,425,Floral
378,617,Shiseido,Zen,597.0,260.0,100,EDP,Women,Floral,"Patchouli, Cedarwood, Skin Musk, White Musk, Marine, Amber And Incense","Freesia, Gardenia, Red Apple, Violet, Lily Of The Valley, Hyacinth, Chinese Rose And Lotus Flower",5.0,Faces,3.9,61,Floral
379,618,Juicy Couture,Viva La Juicy,355.0,144.0,100,EDP,Women,Floral,"Amber, Caramel, Praline, Sandalwood and Vanilla","Honeysuckle, Gardenia and Jasmine",4.7,aRt Ti Ci,3.9,41,Floral
380,619,CAROLINA HERRERA,212 S**Y,420.0,183.25,100,EDP,Women,Floral,"Bergamot, Gardenia, Pelargonium, Cotton Candy, Flowers","Pelargonium, Cotton Candy, Flowers",5.0,noon,4.2,98.1K,Floral
382,621,COACH,Floral,357.0,173.6,90,EDP,Women,Floral,"Musk, Patchouli, Sandalwood, Vanilla and Woody Notes","Gardenia, Hedione, Jasmine Sambac and Tea Rose",4.6,noon,4.2,98.1K,Floral
383,622,MONTBLANC,Lady Emblem,410.0,155.0,75,EDP,Women,Floral,Musk And Raspberry,"Sandalwood, Patchouli And Rosewood",5.0,noon,4.2,98.1K,Floral
384,623,jennifer lopez,Still,330.0,107.8,100,EDP,Women,Floral,"Amber, Orris, Sandalwood","Honeysuckle, Orange Tree Blossom, Pink Freesia",4.8,noon,4.2,98.1K,Floral
385,625,Dolce & Gabbana,Pour Femme,356.0,165.0,100,EDP,Women,Floral,"Marshmallow, Sandalwood, Vanilla",Jasmine And Orange Blossom,5.0,hadayiq baris,3.8,122,Floral
386,626,NARCISO RODRIGUEZ,Pure Musc,494.0,307.25,100,EDP,Women,Floral,Cashmeran,Flower,5.0,Grass gulf,4.2,20,Floral
387,630,Calvin Klein,Beauty,145.0,110.0,100,EDP,Women,Floral,Virginia Cedar,Jasmine,5.0,Star.perfume,4.2,537,Floral
388,633,CHANEL,Chance Eau Tendre,1220.0,288.15,100,EDT,Women,Floral,"Amber, Cedar, Musk","Hyacinth, Iris, Jasmine",3.5,hadayiq baris,3.8,122,Floral
389,634,Ajmal,Wisal,79.0,60.0,50,EDP,Unisex,Floral,"Floral, Musky","Spicy, Floral",5.0,alkhalijiah  perfume,3.5,88,Floral
390,635,CAROLINA HERRERA,212 Wild Party,232.95,232.95,80,EDP,Women,Floral,"Musk, Woody Accord","Orange Blossom, Sun Rose, Orchid",4.5,Number One,3.8,66,Floral
391,641,Aramis,Brown,161.0,104.0,110,EDT,Men,Floral,"Leather, Oakmoss, Amber","Pelargonium, Patchouli, Vetiver, Sandalwood",4.0,top langri,3.7,347,Floral
392,644,MOSCHINO,Cheap And Chic,203.0,184.7,100,EDT,Women,Floral,"Tonka Bean, Orchid, Sandalwood Vetiver And Iris Ambergris","Cyclamen, Rose Water, Lily Peony And Violet Jasmine",5.0,Parvant Store,3.8,76,Floral
394,651,CAROLINA HERRERA,212 VIP Rose,445.0,135.0,80,EDP,Women,Floral,"Woody Notes, White Musk, Amber",Peach Blossom,5.0,عالم المشاهير,3.8,66,Floral
395,655,GUCCI,Rush,489.0,219.85,75,EDT,Women,Floral,"Vetiver, Patchouli and Vanilla","Jasmine, Damask Rose and Coriander",5.0,noon,4.2,98.1K,Floral
396,656,Rasasi,Shuhrah,144.0,69.7,90,EDP,Women,Floral,"Oud, Patchouli, Grey Amber, Musk","Iris, Jasmine, Lily of the Valley",5.0,noon,4.2,98.1K,Floral
397,657,BURBERRY,Touch,314.0,154.95,100,EDP,Women,Floral,"Almonds,Cedar,Oakmoss,Tonka Beans,Vanilla","Jasmine,Lily,Lily Of The Valley,Peach,Peony,Raspberry,Tuberose",4.0,noon100  % original genuine product,4.2,98.1K,Floral
398,670,armani,Code Absolu ED,8.5,8.5,2,EDP,Men,Floral,"Vanilla, Amber, Musk, and Patchouli","Jasmine, Geranium, Neroli and Ylang-Ylang",5.0,Princess of beauty,3.8,467,Floral
399,676,DORALL COLLECTION,Pink Hearts,29.0,8.15,100,EDT,Women,Floral,"Caramel, Musk, Tonka, Sandalwood And Vanilla","Red Berries, Lily Of The Valley, Licorice, Cotton Candy And Strawberry",4.4,B.A.G,3.9,14.1K,Floral
400,681,Calvin Klein,Sheer Beauty Essence,415.0,167.95,100,EDT,Women,Floral,"Musk, Vanilla, Cedar","Lilac, Magnolia, Turkish Rose, Peony",4.5,noon100 %  genuine product,4.2,98.1K,Floral
402,688,Justcavalli,Just Cavalli,385.0,131.4,75,EDT,Women,Floral,Cuddly And Creamy Rosewood,Tahitian Tiare Flowers,4.6,Star.perfume,3.7,537,Floral
403,689,Genie,8839 Collection,43.0,24.85,25,EDP,Women,Floral,"Liquid Amber, Black Violet, Cream, Mahogany","Lotus Blossom, Champaca Flower, Black Orchid",4.2,Parisian Store,3.9,425,Floral
404,690,GIORGIO ARMANI,Si Possione,705.0,246.5,100,EDP,Women,Floral,"Cedar, Vanilla, Amberwood, Patchouli","Rose, Jasmine, Heliotrope, Pineapple",4.7,Al-Najm,3.7,347,Floral
405,691,Calvin Klein,Beauty,378.0,109.55,100,EDP,Women,Floral,Virginia Cedar,Jasmine,4.6,AMLAQ,3.9,135,Floral
406,693,Calvin Klein,Beauty,380.0,118.0,100,EDP,Women,Floral,Virginia Cedar,Jasmine,4.6,AMLAQ,3.9,135,Floral
407,696,Rasasi,Shuhrah,77.95,77.95,90,EDP,Men,Floral,"Amber, Musk, Oakmoss, Agarwood, Leathery","Rose, Sandalwood, Cedar,Jasmine",5.0,VIP.PARFUME,3.7,23,Floral
409,700,Dolce & Gabbana,Pour Femme,566.0,195.0,100,EDP,Women,Floral,"Guimave, Vanilla, Heliotrope and Sandalwood",Jasmine and Orange Blossom,5.0,Parfume-Stor,3.9,66,Floral
410,703,ISSEY MIYAKE,L'eau D'issey Pour Homme,220.0,155.75,125,EDT,Men,Floral,Coriander,Nutmeg,5.0,noon,4.2,98.1K,Floral
411,707,CARTIER,Baiser Vole,640.0,227.6,100,EDP,Women,Floral,Green leaves of lily,Essences of rare and elegant lily flower,4.4,AMLAQ,3.9,135,Floral
412,708,Elizabeth Arden,Red Door,128.95,128.95,100,EDT,Women,Floral,"Honey, Sandalwood and Vetiver","Orchid, Jasmine, Lily-of-the valley, Orange blossom,Wild violet and Freesia",5.0,Golden Perfumesعطر أصلي 100,3.6,111,Floral
413,711,NINA RICCI,Mademoiselle Ricci,206.0,117.0,50,EDP,Women,Floral,"White Wood, Musk, Amber, Cedar And Violet","Nerium Oleander, Rose Hip And Laurels",4.5,AMLAQ,3.9,135,Floral
414,714,GIORGIO ARMANI,Si,620.0,261.8,100,EDP,Women,Floral,"Patchouli, Vanilla, Ambroxan, Woody Notes","May rose, Neroli Absolute, Davana, Osmanthus",4.7,Al-Najm,3.7,347,Floral
415,717,Van Cleef & Arpels,First,181.1,181.1,100,EDP,Women,Floral,"Honey, Tonka Beans, Amber, Sandalwood, Musk, Civet, Vanilla, Oakmoss, Vetiver","Carnation, Tuber Rose, Orchid, Orris Root, Jasmine, Hiacynth, Rose, Ylang Ylang, narcissus, Lily",5.0,noon,4.2,98.1K,Floral
416,718,BURBERRY,Body Tender,373.0,114.0,85,EDT,Women,Floral,"Cashmeran, Amber And Musk","Dewy English Roses, White Jasmine And Sandalwood",5.0,Number One,4.2,537,Floral
417,719,Calvin Klein,Eternity,463.0,95.0,100,EDT,Men,Floral,"Sandalwood, Vetiver, Rosewood And Ambergris","Jasmine, Geranium And Sage",4.5,hadayiq baris,3.8,122,Floral
418,726,Rasasi,Romance,79.0,37.0,45,EDP,Women,Floral,Powdery,"Fruity, Woody",5.0,B.A.G,3.5,14.1K,Floral
419,728,TESORI D´ORIENTE,Lotus Flower Aromatic Par,55.0,33.6,100,EDT,Unisex,Floral,"Vanilla, Woodsy Notes, Sandalwood And Musk","Jasmine, Lotus, Tuberose And Lily Of The Valley",4.6,B.A.G,3.9,14.1K,Floral
420,730,LALIQUE,Amethyst Exquise,202.25,202.25,100,EDP,Women,Floral,Woody Notes,Orchid,4.4,Abu Al Tayyeb Perfumes,412.0,7,Floral
421,733,VERSACE,Yellow Diamond,425.0,173.45,90,EDT,Women,Floral,"Amber, Precious Musk And Guaiac Wood",Creamy And Jasmine And Osmanthus,5.0,noon,4.2,98.1K,Floral
422,736,Calvin Klein,One Shock,159.0,86.3,200,EDT,Women,Floral,"Musk, Patchouli, Amber and Vanille","Jasmine, Narcissus, Mexican chocolate and Blackberry",4.2,noon,4.2,98.1K,Floral
423,737,Roberto Cavalli,Uomo,452.0,126.0,100,EDT,Men,Floral,"Cedar, Tonka Bean, Patchouli","Honey, Lavender",4.6,noon,4.2,98.1K,Floral
424,739,Calvin Klein,Eternity,263.0,104.8,100,EDT,Men,Floral,"Sandalwood, Amber, Musk, Vetiver, Brazilian Rosewood","Coriander, Lily, Orange Blossom, Juniper Berries, Basil, Jasmine, Sage, Lily-Of-The-Valley, Geranium",4.5,Perfume Ports,3.7,425,Floral
425,740,BURBERRY,London,380.0,167.1,100,EDP,Women,Floral,"Sandalwood, Patchouli, Musk","Clementine, Peony Tiare, Jasmine",5.0,noon,4.2,98.1K,Floral
426,741,Roberto Cavalli,Uomo,452.0,134.95,100,EDT,Men,Floral,"Cedar, Patchouli, Tonka Bean","Honey, Lavender",4.6,noon,4.2,98.1K,Floral
427,742,Guerlain,L'Homme Ideal,6.5,6.5,1,EDT,Men,Floral,"Vanilla, Amber, Musk, and Patchouli","Jasmine, Geranium, Neroli and Ylang-Ylang",5.0,Princess of beauty,3.8,467,Floral
428,747,Alina Corel,Monsieur Coco Vanilla,65.0,31.85,100,EDP,Unisex,Floral,"White Musk, Woody Notes, Madagascar Vanilla","Jasmine, Ylang-Ylang, Tiare Flower",4.7,noon,4.2,98.1K,Floral
429,748,jennifer lopez,Still,330.0,107.8,100,EDP,Women,Floral,"Amber, Orris, Sandalwood","Honeysuckle, Orange Tree Blossom, Pink Freesia",4.8,noon,4.2,98.1K,Floral
430,754,HUGO BOSS,Orange EDT Sp,199.0,110.0,100,EDT,Men,Floral,"Vanilla, Woodsy Notes","Incense, Sichuan Pepper",4.8,Acacia Rose,4.4,537,Floral
431,755,Armaf,Club De Nuit Milestone,135.0,135.0,105,EDP,Women,Floral,"Vetiver, Musk, Ambroxan","Violet Sandalwood, White Wood",5.0,Attractive perfume,3.5,244,Floral
432,761,Rasasi,Shuhrah,144.0,69.7,90,EDP,Women,Floral,"Oud, Patchouli, Grey Amber, Musk","Iris, Jasmine, Lily of the Valley",5.0,noon,4.2,98.1K,Floral
433,773,GUCCI,Guilty,354.0,213.95,75,EDT,Women,Floral,Lily and Wild Strawberry,Litchi,4.8,AMLAQ,3.9,135,Floral
434,775,VERSACE,Bright Crystal,63.0,21.4,5,EDT,Women,Floral,"Plants, Musk And Red Woods","Lotus, Peony, Magnolia",4.5,noon,4.2,98.1K,Floral
435,781,Calvin Klein,Beauty,378.0,109.55,100,EDP,Women,Floral,Virginia Cedar,Jasmine,4.6,AMLAQ,3.9,135,Floral
436,786,Fendi,Furiosa,550.0,184.5,100,EDP,Women,Floral,"Incense, Gaïac Wood and Amber","Jasmine Absolute, Violaciocca Flower and Gardenia",4.2,noon,4.2,98.1K,Floral
437,788,Bill Blass,Nude Natural Spray Colo,114.0,79.45,100,EDT,Women,Floral,"Sandalwood, Musk, Orris Root, Vetiver","Oakmoss, Jasmine, Ylang-Ylang, Rose, Narcissus",4.7,AMLAQ,3.9,135,Floral
438,792,Dolce & Gabbana,Pour Femme,566.0,195.0,100,EDP,Women,Floral,"Guimave, Vanilla, Heliotrope and Sandalwood",Jasmine and Orange Blossom,5.0,Parfume-Stor,4.1,66,Floral
439,793,Al Rasasi,Dirham,45.9,45.9,35,EDP,Unisex,Floral,"Vanilla, Patchouli And Massoia Wood","Rose , Black Violet And Coca Flower",5.0,hawas,454.0,9,Floral
440,794,Roberto Cavalli,Florence,500.0,154.95,75,EDP,Women,Floral,"Patchouli, Amber, Musk","Orange Blossom, Hibiscus Seed, Grapefruit Blossom",4.7,noon,4.2,98.1K,Floral
441,795,Milton Lloyd,Hawaii London,51.0,23.0,55,EDT,Women,Floral,Woody Notes and Musk,Jasmine and Rose,4.0,hawas,4.2,9,Floral
442,799,LANVIN,Eclat D'arpege,6.85,6.85,2,EDP,Women,Floral,Blackberry And Sensual Musk,"Musk, Chinese Osmanthus, Petitgrain, Cedar, Wisteria",3.8,AMLAQ,3.9,135,Floral
443,800,LACOSTE,Pour Femme,322.0,123.05,90,EDP,Women,Floral,"Cedar, Vetiver, Sandalwood And Musk","Jasmine Petals, White Heliotrope And Hibiscus",4.5,noon,4.2,98.1K,Floral
444,801,CHLOE,Love Story,535.0,221.9,75,EDP,Women,Floral,"Musk, Cedar, Cashmirwood And Patchouli","Orange Blossom, Stephanotis, Rose, Black Currant And Peach",4.3,King-Perfume,3.9,450,Floral
